# f_hz  Omega_gw
4.443060005198567392e-14 3.372876758189783072e-23
4.699448192762342992e-14 3.355443449193358629e-23
4.970631342051893940e-14 3.338011644443108419e-23
5.257463201028660358e-14 3.320575141718079600e-23
5.560846783451094858e-14 3.303127227183684525e-23
5.881737211773176170e-14 3.285660747516002165e-23
6.221144724093176987e-14 3.268168299568659129e-23
6.580137854619422636e-14 3.250642672514730111e-23
6.959846797665818587e-14 3.233077752065538838e-23
7.361466965767809521e-14 3.215470181742031944e-23
7.786262753120555074e-14 3.197822358153926763e-23
8.235571516187482294e-14 3.180147695062791083e-23
8.710807784011147514e-14 3.162479706893171767e-23
9.213467711481408977e-14 3.144887387539948049e-23
9.745133789580775923e-14 3.127500929795347371e-23
1.030747982743615603e-13 3.110554423697561185e-23
1.090227622186126999e-13 3.094455931559199013e-23
1.153139553097978867e-13 3.079901914300242827e-23
1.219681836947616026e-13 3.068062777768640470e-23
1.290063964403371492e-13 3.060882660143201268e-23
1.364507514859075321e-13 3.061562860883613943e-23
1.443246854017793984e-13 3.075331625798672206e-23
1.526529871729864019e-13 3.110678887313521163e-23
1.614618762408100691e-13 3.181312381345624780e-23
1.707790850477119102e-13 3.309284419005216662e-23
1.806339463455452776e-13 3.529901827640928166e-23
1.910574855419187278e-13 3.899548990640091953e-23
2.020825183754322049e-13 4.507970796707350686e-23
2.137437542272952617e-13 5.497657650402196894e-23
2.260779053945748450e-13 7.094392842273937747e-23
2.391238026690905188e-13 9.655009967893833075e-23
2.529225175858263761e-13 1.374274116110831400e-22
2.675174917257263941e-13 2.024459179522474561e-22
2.829546734799486864e-13 3.055614861469801419e-22
2.992826627061451673e-13 4.686957988153275601e-22
3.165528637321742642e-13 7.262304285576418997e-22
3.348196471889481915e-13 1.132059473644561105e-21
3.541405211818891300e-13 1.770485242838227335e-21
3.745763123398924849e-13 2.773328897728258520e-21
3.961913573117767653e-13 4.346382526110677774e-21
4.190537053130972775e-13 6.810776329421134071e-21
